account_age_months,monthly_charges,subscription_tier,support_calls,reported_issues,inactive_days,usage_decline,competitor_offer,promotion_response,contract_type,payment_method,online_security,tech_support,churn
27,75.07,2,7,3,21,15.6,0,1,2,2,1,1,0
33,57.59,2,3,2,11,22.0,1,0,1,1,0,0,0
36,67.43,2,6,2,15,13.7,1,0,0,0,0,1,1
30,65.73,3,7,3,15,16.5,0,0,1,0,1,0,0
35,74.32,2,8,3,19,16.4,1,1,1,0,0,1,0
32,68.98,1,5,3,14,-2.7,1,0,0,0,0,1,1
10,63.15,3,6,3,6,12.3,0,0,0,0,1,1,0
23,62.57,3,6,2,12,15.9,0,0,1,0,0,0,0
28,64.08,2,6,3,17,23.7,1,0,1,0,0,0,0
24,72.26,2,4,1,13,10.6,0,1,0,0,0,0,0
25,60.04,3,4,2,9,15.4,0,1,0,3,1,1,0
46,70.59,1,4,2,18,20.0,1,0,0,2,0,1,0
16,74.74,3,5,1,11,12.8,0,0,1,0,1,0,0
42,87.97,2,3,2,15,23.0,1,0,0,0,1,0,1
28,60.86,2,4,3,16,17.0,0,1,0,3,1,1,0
31,78.95,2,8,3,11,9.6,0,0,0,2,1,1,0
12,59.48,3,5,4,19,17.6,0,1,1,3,0,0,0
22,72.5,1,4,2,11,21.8,0,1,0,2,1,1,0
27,68.85,3,6,2,11,18.5,1,1,1,2,0,1,0
26,65.91,3,5,2,9,7.5,0,1,0,0,1,0,0
35,33.96,3,5,4,14,19.8,0,0,1,0,0,1,0
37,62.89,1,3,3,12,28.9,1,0,1,2,0,1,0
31,71.6,2,6,3,15,13.2,0,1,1,0,0,0,0
27,98.12,1,5,3,13,20.2,1,0,0,1,0,0,1
37,50.5,2,3,2,12,22.2,1,0,2,2,1,1,0
38,84.04,1,3,3,18,17.7,1,1,0,0,0,1,1
33,73.33,1,4,2,13,4.9,1,0,0,3,0,1,1
31,89.74,1,3,4,18,28.8,1,1,0,3,1,0,1
25,57.8,3,6,3,8,15.6,1,0,1,3,1,0,0
42,79.32,1,4,3,16,16.0,1,1,2,0,1,0,1
41,72.1,2,5,2,16,16.3,1,1,0,0,0,0,1
35,86.9,3,6,3,21,14.5,0,1,0,3,0,1,1
38,85.54,1,5,3,15,8.8,0,0,0,2,1,1,1
40,63.8,2,5,2,17,6.5,1,1,0,0,0,0,1
21,69.77,3,5,2,15,7.9,0,1,2,3,1,1,0
40,56.45,2,5,3,19,21.1,1,0,0,3,1,0,0
27,67.67,3,7,3,8,3.5,0,0,0,3,1,0,0
18,72.93,3,6,2,18,6.0,0,0,0,0,0,0,0
38,79.29,3,5,2,23,28.8,1,1,0,0,1,0,1
40,48.32,1,4,1,18,-0.9,1,1,0,2,1,1,1
41,72.01,1,4,3,12,7.5,1,1,1,2,0,1,1
41,76.82,1,6,2,21,17.3,1,0,1,0,0,1,0
28,53.12,2,4,2,12,25.0,0,0,0,2,1,1,0
36,77.26,1,3,2,9,31.6,1,1,0,0,1,0,1
25,83.51,1,3,3,14,7.7,1,1,2,0,0,0,1
34,60.04,1,3,3,13,23.0,0,1,1,3,0,1,0
41,67.93,2,6,1,17,20.9,1,1,0,2,1,0,0
23,74.49,2,6,2,12,14.6,0,0,2,0,0,1,0
31,41.83,3,5,3,18,31.2,1,0,1,2,0,0,0
33,69.66,3,6,3,18,10.8,0,0,0,2,1,0,0
45,53.12,1,5,1,19,1.1,1,0,0,2,0,0,1
23,60.37,3,5,3,13,14.1,0,0,1,3,0,0,0
40,94.28,1,4,4,19,36.0,0,1,1,0,1,1,1
34,109.17,2,4,4,21,36.5,1,1,1,1,1,0,1
37,49.92,3,4,2,26,23.7,0,1,1,2,1,1,0
31,66.1,1,5,3,15,15.8,0,1,0,2,0,1,0
29,66.66,2,6,3,18,20.8,0,0,1,0,0,0,0
41,77.07,2,6,2,13,6.7,0,0,1,2,0,0,1
35,106.67,3,7,3,11,35.5,0,1,0,1,1,1,1
29,64.94,3,6,2,19,15.3,1,0,0,1,0,1,1
40,83.3,1,3,2,16,17.1,1,1,1,0,0,1,1
43,54.87,2,4,2,14,20.6,1,0,1,3,1,1,0
24,57.26,3,5,3,20,15.6,0,1,0,0,1,0,0
39,77.98,2,5,2,13,28.1,1,0,0,0,0,1,1
26,63.61,3,4,2,16,11.8,0,0,0,3,0,0,0
27,65.62,2,5,3,18,13.1,0,1,0,0,1,1,0
23,67.65,2,4,2,10,13.7,0,1,1,2,0,0,0
30,67.7,3,6,2,12,18.3,1,0,1,3,1,0,0
30,101.17,1,5,4,12,26.3,0,1,1,3,0,0,1
20,74.46,2,6,4,14,16.7,0,1,1,0,0,1,0
26,55.96,1,4,2,9,18.1,0,1,1,1,1,0,0
31,73.72,1,4,2,17,7.1,0,1,0,2,1,1,0
26,72.16,2,7,4,11,11.5,0,0,1,0,0,0,0
36,46.34,3,5,3,11,24.8,0,1,2,0,0,1,0
33,65.94,3,6,2,15,18.2,0,0,2,3,0,0,0
39,66.25,2,5,3,16,15.2,1,0,1,0,0,1,0
42,84.21,1,3,2,13,27.8,1,0,1,0,0,1,1
43,77.46,1,2,2,18,11.2,1,1,0,3,0,1,1
40,89.39,1,3,2,15,25.1,1,0,0,2,1,1,1
29,68.39,2,5,3,14,24.6,1,1,1,3,0,1,0
27,67.51,2,6,2,14,16.5,1,1,0,3,1,1,0
15,60.75,3,5,2,19,10.6,0,1,0,0,1,1,0
28,106.47,1,4,4,16,28.9,0,1,0,0,0,0,1
40,84.82,1,6,3,20,23.8,0,1,0,3,0,0,1
41,76.23,1,5,2,18,13.5,0,1,0,1,1,1,0
46,80.28,1,5,2,15,26.6,1,1,0,2,0,0,1
33,62.28,3,5,2,21,14.1,1,1,0,2,1,0,0
28,93.7,2,4,3,18,22.0,1,1,0,0,0,0,1
26,52.99,3,5,3,19,14.4,0,0,0,1,0,1,0
32,92.94,1,3,3,17,25.9,1,1,1,0,0,1,1
32,82.67,3,5,2,15,14.0,1,0,0,0,1,1,1
29,50.71,3,5,3,20,19.6,0,0,0,3,1,0,0
36,70.38,2,7,2,23,28.8,1,1,2,0,1,0,0
20,68.42,3,7,3,20,12.3,0,0,0,0,0,1,0
29,61.74,2,4,3,17,16.6,0,1,0,0,0,1,0
31,86.73,2,7,1,18,5.5,1,1,0,0,0,1,0
38,82.19,1,5,3,11,20.2,1,1,1,3,0,0,1
21,57.37,3,4,1,13,11.0,0,1,2,0,1,0,0
27,50.37,3,5,1,18,14.1,1,1,0,0,0,0,0
14,72.27,3,5,3,11,5.9,0,1,0,0,1,0,0
46,47.06,2,3,2,15,23.0,1,0,1,3,0,1,0
34,60.28,1,5,2,21,3.0,1,0,1,0,0,1,1
11,94.55,2,6,2,11,2.7,0,0,2,2,0,0,0
48,54.7,1,6,3,25,27.1,1,1,1,0,0,1,0
28,51.22,3,4,3,14,25.0,0,0,1,2,1,1,0
26,55.2,2,5,3,7,24.9,1,1,1,3,0,1,0
35,70.2,2,7,3,14,11.3,0,1,0,0,0,1,0
44,52.84,1,6,4,18,26.7,1,1,0,3,1,0,0
37,54.27,2,5,3,16,22.2,1,0,0,3,1,0,0
37,60.98,1,5,4,13,22.1,0,1,0,1,1,0,0
38,92.23,1,3,3,13,24.1,1,0,2,0,1,1,1
35,47.78,3,5,3,15,27.4,0,1,2,1,1,0,0
36,67.61,2,4,2,15,11.3,0,1,0,0,1,0,0
36,64.46,1,6,3,18,12.8,1,0,0,0,1,0,0
22,57.13,3,4,3,15,20.5,0,1,0,0,0,0,0
24,62.96,3,5,2,18,19.9,0,1,2,2,0,0,0
43,51.35,1,6,2,16,4.2,0,1,2,3,1,0,1
35,70.81,3,6,2,14,18.6,1,1,0,2,0,0,0
44,70.56,1,5,3,21,10.6,0,1,1,1,0,1,0
34,74.72,3,7,2,16,-0.1,1,0,0,3,1,1,1
37,50.61,2,5,4,15,35.8,1,0,1,3,0,0,0
35,72.8,1,4,2,15,17.1,1,1,2,3,0,0,1
19,64.04,3,6,2,18,14.8,0,1,0,2,0,0,0
34,84.71,2,4,2,18,23.8,1,1,0,3,1,1,1
33,71.9,3,6,2,19,16.6,1,1,0,2,1,0,0
26,84.82,1,4,3,16,19.9,1,1,1,2,1,0,1
32,86.15,2,5,3,12,19.0,1,0,0,3,1,0,1
23,57.2,3,6,3,12,19.3,1,0,0,3,1,0,0
21,63.04,2,5,3,15,7.9,0,1,1,3,0,1,0
35,81.67,2,6,3,16,10.9,0,0,2,0,1,0,0
34,50.16,2,3,2,13,17.1,0,1,0,1,1,1,0
45,78.17,1,4,2,19,15.7,1,0,0,0,0,1,1
36,93.77,3,3,3,16,21.0,1,0,2,0,1,1,1
42,60.03,2,4,3,17,18.7,1,0,2,0,0,1,0
28,90.2,2,3,3,19,25.9,1,1,1,0,0,1,1
25,74.18,2,5,2,21,13.9,1,0,0,1,1,0,0
24,68.05,3,7,3,19,16.6,0,0,1,1,0,0,0
43,56.63,1,4,3,19,20.2,0,1,0,0,1,1,0
26,89.87,2,4,4,19,12.5,1,1,2,3,0,0,1
22,64.92,2,5,4,15,13.1,0,1,1,2,1,1,0
46,57.96,1,3,2,19,1.1,1,1,1,0,0,1,1
42,79.18,1,4,3,12,26.7,1,1,0,1,1,1,1
37,72.3,2,8,3,14,17.1,0,1,1,1,0,1,0
38,71.42,3,6,2,22,14.2,0,1,0,3,0,0,0
23,64.78,3,6,3,14,24.5,1,0,0,0,0,1,0
27,87.09,1,4,1,17,8.1,0,0,1,3,1,0,0
26,73.16,1,7,3,16,6.5,0,0,0,2,1,0,0
24,48.58,3,4,3,17,12.6,0,1,0,2,1,0,0
44,49.31,3,4,2,17,28.8,1,0,1,0,1,1,0
34,76.54,1,5,3,13,11.4,0,1,1,3,1,0,1
23,37.1,3,3,4,9,23.3,0,0,2,0,0,1,0
39,61.57,1,5,2,16,-5.0,1,1,0,0,1,1,1
43,62.99,3,3,2,15,15.0,1,1,0,0,0,1,1
22,63.71,3,7,4,20,18.2,0,0,0,0,1,0,0
39,81.66,1,3,2,13,5.3,1,0,2,0,1,0,1
28,64.8,3,6,2,9,19.6,0,1,0,1,1,1,0
38,82.17,3,6,2,17,13.3,1,0,0,3,0,0,1
38,80.63,1,3,3,11,24.7,1,0,1,3,0,0,1
37,54.51,2,5,3,8,23.8,1,1,0,2,0,1,0
29,79.61,2,8,3,15,6.9,0,0,0,0,0,0,0
36,97.21,2,4,4,20,30.3,1,0,0,3,1,0,1
24,60.39,2,5,3,16,19.8,0,1,1,0,0,1,0
43,94.78,2,4,3,19,30.7,1,0,0,3,1,0,1
40,89.97,1,5,3,20,28.0,0,0,2,0,1,0,1
27,79.45,2,6,4,27,20.1,0,0,0,3,0,0,0
31,75.24,2,6,3,12,15.9,0,1,0,3,0,0,0
26,58.71,3,7,3,18,20.8,0,0,0,0,0,0,0
26,69.25,2,5,3,18,19.1,1,1,2,0,0,0,0
24,71.0,2,6,2,12,16.9,1,0,0,3,0,1,0
31,74.42,2,5,3,16,6.4,0,0,1,0,1,0,0
36,74.29,2,6,3,19,18.0,1,1,1,3,0,1,0
37,64.7,2,5,3,16,16.7,0,1,0,3,1,1,0
39,72.22,1,2,2,21,13.9,1,0,0,0,0,1,1
23,88.58,3,7,3,15,5.7,0,0,1,0,1,0,0
29,79.88,2,7,3,20,18.5,1,1,0,3,0,1,0
26,77.42,1,5,2,17,11.1,0,1,0,3,1,0,0
27,69.34,2,5,3,15,19.2,1,0,0,3,1,0,0
34,60.41,2,4,2,21,22.9,1,1,0,2,1,0,0
34,51.16,3,5,3,17,17.6,1,0,0,0,1,0,0
17,65.55,3,6,4,16,15.0,0,1,0,2,0,1,0
37,77.91,2,4,1,17,22.6,1,0,0,3,1,1,1
34,74.77,2,4,2,10,4.9,1,0,2,0,1,0,1
41,86.96,2,4,2,21,18.1,1,0,1,2,1,0,1
38,56.98,2,5,2,16,21.7,1,1,0,3,1,0,0
37,61.57,2,4,2,19,22.3,0,1,0,0,0,0,0
34,72.64,3,6,2,15,16.6,1,1,1,3,0,0,0
27,75.16,3,5,3,18,19.6,0,0,0,2,1,0,0
39,79.25,1,4,3,13,24.4,1,0,0,3,1,0,1
25,68.88,2,5,2,12,13.3,1,1,0,3,1,1,0
35,79.14,3,7,2,17,18.0,0,0,0,0,1,1,1
49,75.05,1,3,2,20,6.3,1,0,0,2,0,1,1
42,53.44,2,7,3,15,19.9,1,0,1,0,1,1,0
38,70.12,2,6,3,13,17.2,0,1,0,2,0,0,0
27,59.9,3,8,2,12,26.6,1,1,0,2,1,1,0
39,45.1,3,4,3,18,21.5,1,0,0,3,0,0,0
44,84.86,1,4,3,13,25.8,1,1,0,2,0,0,1
35,87.38,3,5,3,20,19.4,1,1,0,1,0,1,1
36,86.88,1,4,3,9,25.6,1,1,2,0,1,0,1
33,61.12,2,5,3,10,21.4,1,0,0,1,0,1,0
21,64.27,3,5,4,8,12.8,0,1,2,2,1,0,0
23,61.21,2,5,3,16,9.7,0,0,2,0,0,0,0
28,46.58,3,5,3,11,22.2,0,1,0,3,1,0,0
44,72.25,1,4,1,14,23.3,1,1,0,3,0,1,0
41,74.75,1,4,2,18,12.8,1,1,1,3,1,0,1
23,75.67,2,6,2,15,14.8,0,0,0,0,0,1,0
34,78.67,1,4,3,13,11.4,1,1,0,3,0,0,1
28,81.64,1,5,1,10,10.2,0,0,0,0,1,0,0
33,101.29,3,5,3,16,37.8,1,0,0,0,1,1,1
35,41.7,3,6,3,20,32.0,1,1,1,0,1,1,0
37,49.34,3,5,3,10,18.2,0,1,0,3,0,1,0
35,59.55,1,3,4,0,21.3,0,1,0,3,0,0,0
28,83.65,3,9,3,18,14.6,0,1,0,0,1,1,0
38,75.26,1,5,3,14,17.5,1,1,1,3,0,0,0
29,65.89,3,7,3,12,19.9,0,0,0,3,0,0,0
25,47.47,3,5,4,18,17.9,0,0,0,0,1,1,0
29,59.34,3,7,3,12,15.9,0,0,1,0,0,1,0
30,62.16,1,4,2,18,13.7,0,1,0,0,1,0,0
23,58.09,3,5,3,12,19.9,0,0,0,3,0,1,0
41,88.16,1,3,3,13,33.4,0,1,0,0,0,1,1
33,70.18,2,4,2,18,10.2,1,0,0,0,1,0,1
32,77.36,1,4,3,19,12.6,1,1,0,2,1,0,1
35,83.91,1,4,2,15,13.8,1,0,0,3,0,1,1
49,40.37,2,5,3,17,32.4,1,1,1,2,1,0,0
39,93.41,1,3,3,19,17.4,1,0,0,3,0,0,1
26,78.26,2,7,3,13,5.9,0,1,1,3,0,0,0
29,66.71,2,4,2,15,20.5,1,0,0,0,1,1,0
38,83.1,1,4,2,21,16.8,1,0,1,3,0,1,1
23,54.48,3,5,3,18,14.7,0,1,0,3,1,1,0
29,61.4,2,6,3,16,15.1,0,1,0,3,1,1,0
32,61.14,3,5,1,20,17.4,1,1,1,0,0,0,0
40,71.42,1,6,2,22,17.0,0,0,1,0,1,0,1
45,56.65,2,4,3,20,19.4,0,1,0,0,1,0,0
42,97.21,3,5,3,18,17.4,0,1,0,0,1,1,1
41,80.68,1,3,3,10,23.1,1,1,1,2,1,1,1
17,93.4,3,7,2,15,-1.3,0,1,1,3,0,1,0
21,72.06,2,5,3,19,8.6,0,1,1,0,0,1,0
37,74.13,1,4,2,17,6.5,1,1,1,0,0,1,1
27,71.31,3,6,2,16,16.4,0,1,1,3,0,1,0
40,90.46,1,2,3,18,28.0,1,1,0,3,1,1,1
39,76.72,1,4,2,12,20.5,1,1,0,0,0,1,1
41,78.75,1,3,3,8,0.3,1,0,0,0,0,1,1
25,88.21,1,6,2,18,12.0,1,1,0,3,0,0,0
44,44.36,3,5,2,18,17.7,1,0,0,3,0,1,0
14,53.49,3,5,3,11,18.6,0,1,1,1,0,0,0
42,84.95,1,5,1,19,16.3,1,1,1,0,1,1,0
30,54.82,2,5,2,15,21.7,1,1,0,2,1,0,0
38,62.76,2,6,3,16,18.9,1,1,1,0,1,1,0
25,65.9,3,6,2,9,15.4,0,1,0,0,0,1,0
36,46.81,2,3,3,18,25.6,1,1,1,0,0,1,0
24,62.61,2,4,2,19,17.5,0,1,0,0,1,0,0
17,58.71,3,6,3,12,18.8,0,1,0,2,1,0,0
32,88.47,1,5,4,22,28.3,0,1,1,0,0,0,1
28,67.94,3,6,2,16,11.0,0,1,0,0,1,1,0
22,65.07,3,7,3,17,14.3,0,0,0,2,0,0,0
28,55.42,3,4,2,18,15.7,0,1,0,0,1,1,0
33,82.58,2,3,2,23,16.7,1,0,1,3,0,1,1
25,71.3,2,5,3,22,11.1,0,1,2,3,0,0,0
26,74.52,3,6,2,16,19.9,1,0,0,3,0,0,0
28,76.45,2,5,2,11,9.4,0,0,0,0,1,1,0
20,84.4,2,5,2,20,11.4,0,0,1,0,1,0,0
32,59.63,3,6,2,23,28.8,1,1,0,0,0,0,0
26,61.32,3,6,1,16,14.4,0,0,1,3,1,0,0
31,50.45,3,6,3,15,15.0,0,0,0,0,1,0,0
25,88.32,2,5,1,16,11.7,0,0,1,2,1,0,0
23,61.91,3,6,3,19,18.1,1,1,0,0,0,0,0
28,69.56,3,5,2,21,13.6,0,1,0,3,0,0,0
36,85.04,1,4,3,21,13.7,1,0,0,0,0,0,1
37,62.87,2,5,3,16,17.1,0,0,0,0,1,1,0
38,68.86,3,6,2,18,10.7,1,1,0,3,1,0,0
11,62.14,3,7,2,13,20.3,1,1,1,2,1,0,0
27,63.91,3,5,2,7,9.1,0,1,2,1,1,0,0
38,91.62,2,4,3,18,14.6,1,0,0,2,1,0,1
40,75.21,1,5,2,16,10.1,0,1,0,0,1,0,1
30,84.1,2,5,3,16,17.3,1,0,0,0,1,0,1
32,63.03,2,7,2,13,21.1,1,1,0,1,1,1,0
38,73.03,1,5,2,19,21.1,1,0,1,3,1,1,0
27,74.86,2,5,3,13,13.8,0,0,1,3,1,0,0
34,61.16,2,5,2,15,12.0,0,1,1,3,0,1,0
30,72.58,2,5,3,14,14.1,0,0,2,3,0,0,0
35,63.74,2,4,3,17,20.7,1,0,0,2,0,1,0
24,78.13,3,6,2,12,16.7,1,0,1,0,0,0,0
53,55.57,1,2,1,17,16.9,1,1,0,0,1,0,1
39,40.57,2,4,4,18,22.4,1,0,1,2,0,0,0
18,85.52,1,5,3,17,5.9,0,0,0,1,1,0,0
27,48.55,3,6,4,17,19.1,0,0,1,1,1,0,0
27,59.91,2,5,3,11,18.9,0,0,0,0,1,0,0
41,66.03,2,5,2,17,21.7,1,0,1,2,0,0,0
29,62.76,3,6,3,14,16.7,1,1,0,0,0,0,0
41,63.52,3,6,3,8,15.0,1,0,1,3,1,1,0
50,52.96,2,5,2,13,5.1,1,1,0,2,1,1,1
29,60.46,2,8,4,15,23.9,1,1,0,3,1,0,0
40,57.92,2,6,3,19,23.9,1,1,1,2,0,1,0
41,72.28,2,9,4,6,20.8,1,1,0,2,1,0,0
37,62.71,2,5,3,18,16.7,0,1,1,3,1,1,0
22,68.81,2,7,4,9,16.5,0,1,1,0,1,0,0
24,33.52,3,7,4,12,22.6,0,0,0,2,0,0,0
25,76.6,1,8,3,17,10.3,0,1,0,2,0,1,0
40,77.2,1,3,3,17,-1.9,1,0,1,2,0,1,1
39,62.97,2,6,3,15,24.0,1,1,0,3,0,1,0
36,49.65,2,4,3,15,22.4,0,0,0,3,0,1,0
32,82.9,2,7,2,14,15.8,0,1,0,3,1,1,0
38,64.04,2,5,2,16,11.3,1,0,2,1,1,1,1
31,88.16,1,5,3,15,20.1,0,1,0,1,0,1,1
29,57.71,3,5,4,20,18.4,0,0,1,1,0,0,0
33,67.77,2,6,2,17,20.4,1,1,0,3,0,0,0
32,57.91,2,5,3,17,11.9,0,1,0,0,1,1,0
38,64.6,2,4,2,13,13.5,1,1,1,3,1,0,1
48,75.15,1,5,2,17,20.4,1,1,0,3,1,1,0
31,60.71,2,5,3,21,19.9,0,0,0,0,0,1,0
38,62.98,1,4,1,16,15.8,1,1,0,0,0,0,1
32,67.64,3,5,2,13,23.9,1,0,0,0,1,1,0
36,95.27,2,3,3,17,25.0,1,1,2,2,1,1,1
21,67.62,2,4,2,14,3.8,0,1,1,3,0,0,0
22,71.95,3,6,3,16,13.2,0,1,1,0,1,1,0
28,68.71,2,4,2,15,20.5,0,0,0,1,1,0,0
51,60.57,1,3,1,12,15.7,1,1,0,2,0,1,1
21,67.06,3,7,2,16,20.1,0,0,1,2,1,0,0
37,55.51,3,6,2,19,23.3,1,0,1,0,0,1,0
28,65.99,3,5,2,15,23.2,0,0,0,1,1,1,0
23,49.02,3,4,3,19,17.7,0,1,0,3,0,1,0
34,65.12,1,5,3,20,20.9,1,0,0,0,1,1,0
42,84.17,1,3,3,14,22.0,1,1,0,0,1,0,1
40,102.04,1,2,3,11,29.7,1,0,0,1,1,1,1
26,55.85,3,3,2,20,19.1,0,1,1,0,0,1,0
29,64.84,2,6,3,14,14.2,0,1,0,0,0,1,0
36,60.38,3,6,3,11,11.2,0,0,0,0,1,1,0
35,106.76,1,5,4,15,22.9,0,0,0,0,0,1,1
43,75.92,3,7,2,8,6.5,0,0,0,0,1,0,0
24,38.47,3,4,4,19,27.1,1,1,0,0,0,0,0
29,96.6,3,5,3,7,26.6,1,1,1,3,0,0,1
29,55.56,3,6,3,14,18.4,0,0,1,0,0,1,0
46,74.5,2,7,3,8,13.7,1,1,0,3,1,1,0
46,54.04,2,6,3,22,25.7,1,0,0,2,0,0,0
36,65.46,3,7,3,11,19.3,0,1,0,0,0,0,0
46,81.01,1,2,2,15,21.5,1,1,1,0,1,1,1
39,92.27,2,5,3,15,25.1,1,1,1,2,1,1,1
30,73.01,2,6,2,21,7.9,1,0,0,0,1,1,1
23,71.52,3,6,2,16,13.0,0,0,0,2,1,0,0
34,67.06,3,6,2,16,23.0,1,0,1,0,0,1,0
47,66.98,1,2,2,10,13.7,1,0,0,0,0,0,1
38,53.22,1,4,1,17,-10.3,1,1,0,2,0,1,1
12,76.77,3,8,3,13,3.1,0,1,1,0,0,0,0
39,85.96,1,5,3,17,31.3,0,0,0,3,1,1,1
36,78.96,1,4,3,13,14.4,1,0,0,2,0,1,1
31,88.22,1,6,2,17,10.3,1,1,0,0,1,1,0
22,71.49,3,7,2,15,15.8,0,1,0,2,0,1,0
47,62.23,1,3,2,17,4.3,1,0,0,0,0,0,1
41,90.47,1,4,3,12,21.8,0,0,0,0,1,1,1
37,70.15,1,4,3,15,12.2,1,0,1,0,0,0,1
33,61.05,1,3,2,17,2.2,1,0,0,0,1,0,1
33,49.84,2,2,2,14,26.2,0,1,0,0,0,1,0
41,70.64,1,5,2,10,17.7,1,1,1,3,0,0,0
39,55.2,2,5,2,10,25.2,0,1,2,3,1,1,0
29,61.27,3,6,3,14,15.7,0,0,0,0,0,1,0
35,59.2,3,6,2,25,19.4,1,1,0,0,0,1,0
33,69.15,3,6,2,8,23.9,1,1,0,0,1,1,0
33,70.56,2,6,2,12,28.1,1,1,1,0,1,0,1
21,68.49,3,8,4,17,20.2,0,1,0,3,1,0,0
42,67.71,1,3,1,12,9.5,1,0,2,0,0,0,1
38,59.23,3,6,3,18,19.6,0,0,0,2,1,0,0
34,54.95,2,5,5,17,20.3,0,0,2,3,1,0,0
45,73.96,2,4,1,11,28.4,1,0,1,0,0,1,1
31,72.26,3,5,2,18,12.7,0,1,0,3,0,0,0
31,64.12,3,5,2,11,19.7,1,0,0,0,0,1,0
32,61.48,2,5,3,20,17.2,0,1,1,2,0,1,0
16,78.95,2,5,2,17,16.4,0,0,2,3,1,0,0
22,71.82,3,6,3,22,14.0,1,0,0,0,1,1,0
34,58.77,2,5,3,17,14.9,0,1,1,3,0,0,0
37,79.25,1,5,2,15,10.9,1,0,0,0,1,1,0
22,51.88,3,5,3,13,12.7,0,0,0,1,0,1,0
29,78.22,1,6,2,19,10.8,0,0,0,0,1,0,0
30,77.93,2,7,3,17,17.4,0,0,0,0,1,0,0
33,52.94,3,6,2,14,18.6,0,0,0,3,1,1,0
22,95.87,1,7,3,14,-2.5,0,0,0,3,0,1,0
46,75.91,1,5,3,22,19.7,1,0,1,0,0,0,0
37,92.01,1,3,3,13,31.3,1,0,2,3,1,0,1
37,73.64,1,4,3,15,16.3,1,0,0,0,1,1,1
27,61.87,2,3,2,18,17.9,0,0,1,2,0,1,0
30,99.23,3,4,3,21,18.3,1,1,1,3,0,0,1
39,74.64,3,4,2,14,13.4,1,0,0,0,1,1,1
39,74.43,1,4,2,22,31.9,1,1,1,0,0,1,1
31,86.09,1,4,3,13,29.2,1,1,2,0,1,0,1
35,79.86,1,4,3,16,28.8,1,1,0,3,1,1,1
39,55.78,3,7,3,11,17.9,1,1,1,1,0,0,0
47,73.53,2,6,2,13,16.5,1,1,0,3,0,1,0
39,78.15,1,6,1,4,23.9,1,0,0,0,0,0,0
25,56.16,3,7,4,10,13.0,0,0,0,3,0,0,0
36,73.65,3,7,2,19,16.8,1,0,1,0,1,1,1
27,75.93,3,7,2,15,14.2,0,1,0,3,1,0,0
41,75.59,1,5,3,17,17.0,1,0,1,0,0,1,0
30,46.84,3,6,3,19,24.4,0,1,0,0,1,0,0
42,83.91,3,5,2,15,26.1,1,0,1,0,0,1,1
35,62.82,1,3,2,24,8.7,1,1,2,0,0,1,1
19,74.88,1,5,2,22,6.5,0,0,1,3,0,0,0
26,61.69,3,7,2,15,18.6,0,0,0,3,0,1,0
27,51.35,3,5,3,11,24.5,0,1,0,3,1,0,0
24,63.86,2,4,2,11,16.4,0,1,0,1,0,1,0
23,45.88,3,3,2,19,23.4,0,1,0,3,1,1,0
39,92.02,2,3,3,13,38.0,1,1,0,1,1,0,1
31,77.95,2,7,2,22,11.3,0,1,1,0,1,0,0
37,75.45,3,7,2,18,20.6,0,0,0,1,0,0,0
40,74.66,1,6,2,20,12.8,1,1,2,0,0,0,0
36,72.78,2,6,3,19,27.5,1,0,0,0,1,1,0
33,78.42,1,6,2,19,11.4,0,1,1,2,0,0,0
44,81.3,1,4,3,15,10.1,1,0,0,2,0,1,1
31,55.24,2,4,2,15,16.8,0,0,1,3,0,1,0
31,52.06,3,5,2,21,21.3,0,0,0,0,0,1,0
43,52.79,2,6,4,20,31.3,1,1,1,2,0,0,0
34,79.86,1,2,3,18,18.8,1,0,1,2,0,0,1
36,85.1,2,5,2,15,27.5,1,0,2,2,1,0,1
43,79.15,2,5,2,15,21.6,1,1,1,2,1,1,1
21,68.47,3,6,3,15,5.7,0,1,1,3,1,0,0
19,67.43,3,6,2,13,11.7,0,1,0,0,0,0,0
24,82.16,3,6,2,15,8.8,0,1,1,0,0,0,0
41,75.23,1,3,3,14,12.7,1,1,0,3,1,0,1
29,67.53,2,7,2,20,17.6,1,1,2,0,0,1,0
35,45.0,3,5,1,14,22.6,0,0,1,3,0,1,0
35,89.02,1,4,3,15,20.6,1,0,0,3,0,1,1
26,63.65,3,5,2,18,19.5,1,0,0,2,0,0,0
25,61.85,3,7,3,11,25.0,0,0,0,3,1,0,0
41,78.3,1,4,2,14,21.8,1,0,0,0,1,1,1
43,63.72,2,4,2,10,8.2,1,0,1,0,1,0,1
45,69.53,3,4,2,19,21.4,1,1,1,2,1,0,1
27,60.09,2,2,1,15,12.6,0,1,1,0,1,1,0
37,61.83,1,5,3,13,14.5,0,0,0,3,1,0,0
35,74.57,2,4,2,11,7.6,1,0,2,0,1,0,1
36,85.9,1,3,3,18,29.9,1,1,0,3,1,0,1
32,76.45,1,4,2,11,4.6,0,0,0,2,1,0,0
26,51.72,3,4,3,11,14.2,0,0,0,0,0,0,0
35,72.71,1,3,2,15,29.5,1,0,0,0,0,1,1
25,94.31,1,4,3,17,26.6,1,1,1,0,1,1,1
25,67.95,2,5,2,15,6.4,0,0,0,1,1,1,0
42,73.25,1,5,1,16,8.8,1,0,0,0,0,1,0
32,58.46,3,5,2,16,18.3,0,0,1,3,1,1,0
